2026/09/14 16:14:11.449, 13.40, 210, 0, 43, 60.00
2026/09/14 16:14:11.465, 13.31, 210, 0, 43, 60.00
2026/09/14 16:14:11.481, 13.31, 210, 0, 43, 60.00
2026/09/14 16:14:11.497, 13.31, 210, 0, 43, 60.00
2026/09/14 16:14:11.512, 13.31, 210, 0, 43, 60.00
2026/09/14 16:14:11.529, 13.31, 210, 0, 43, 60.00
2026/09/14 16:14:11.545, 13.31, 210, 0, 43, 60.00
2026/09/14 16:14:11.576, 13.33, 210, 0, 43, 60.00
2026/09/14 16:14:11.606, 13.33, 210, 0, 43, 60.00
2026/09/14 16:14:11.622, 13.33, 210, 0, 43, 60.00
2026/09/14 16:14:11.637, 13.33, 210, 0, 43, 60.00
2026/09/14 16:14:11.653, 13.33, 210, 0, 43, 60.00
2026/09/14 16:14:11.669, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.685, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.701, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.716, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.731, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.747, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.763, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.778, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.793, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.825, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.840, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.856, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:11.872, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:11.887, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:11.902, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:11.918, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:11.934, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:11.950, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:11.965, 13.24, 210, 1, 43, 60.00
2026/09/14 16:14:11.981, 13.24, 210, 1, 43, 60.00
2026/09/14 16:14:11.996, 13.24, 210, 1, 43, 60.00
2026/09/14 16:14:12.012, 13.24, 210, 1, 43, 60.00
2026/09/14 16:14:12.028, 13.24, 210, 1, 43, 60.00
2026/09/14 16:14:12.058, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:12.073, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:12.089, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:12.104, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:12.119, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:12.134, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:12.150, 13.23, 210, 1, 43, 60.00
2026/09/14 16:14:12.165, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.181, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.196, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.211, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.226, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.242, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.257, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.273, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.288, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.303, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.319, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.335, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.350, 13.26, 210, 1, 43, 60.00
2026/09/14 16:14:12.366, 13.27, 210, 1, 43, 60.00
2026/09/14 16:14:12.381, 13.27, 210, 1, 43, 60.00
2026/09/14 16:14:12.397, 13.27, 210, 1, 43, 60.00
2026/09/14 16:14:12.412, 13.27, 210, 1, 43, 60.00
2026/09/14 16:14:12.428, 13.27, 210, 1, 43, 60.00
2026/09/14 16:14:12.444, 13.27, 210, 1, 43, 60.00
2026/09/14 16:14:12.459, 13.32, 210, 1, 43, 60.00
2026/09/14 16:14:12.475, 13.32, 210, 0, 43, 60.00
2026/09/14 16:14:12.490, 13.32, 210, 0, 43, 60.00
2026/09/14 16:14:12.506, 13.32, 210, 0, 43, 60.00
2026/09/14 16:14:12.521, 13.32, 210, 0, 43, 60.00
2026/09/14 16:14:12.537, 13.32, 210, 0, 43, 60.00
2026/09/14 16:14:12.552, 13.32, 210, 0, 43, 60.00
2026/09/14 16:14:12.568, 13.40, 210, 0, 43, 60.00
2026/09/14 16:14:12.584, 13.40, 210, 0, 43, 60.00
2026/09/14 16:14:12.599, 13.40, 210, 0, 43, 60.00
2026/09/14 16:14:12.615, 13.40, 210, 0, 43, 60.00
2026/09/14 16:14:12.631, 13.40, 210, 0, 43, 60.00
2026/09/14 16:14:12.646, 13.40, 210, 0, 43, 60.00
2026/09/14 16:14:12.662, 13.36, 210, 1, 43, 60.00
2026/09/14 16:14:12.678, 13.36, 210, 1, 43, 60.00
2026/09/14 16:14:12.693, 13.36, 210, 1, 43, 60.00
2026/09/14 16:14:12.709, 13.36, 210, 1, 43, 60.00
2026/09/14 16:14:12.724, 13.36, 210, 1, 43, 60.00
2026/09/14 16:14:12.740, 13.36, 210, 1, 43, 60.00
2026/09/14 16:14:12.755, 13.36, 210, 1, 43, 60.00
2026/09/14 16:14:12.771, 13.38, 210, 1, 43, 60.00
2026/09/14 16:14:12.787, 13.38, 210, 1, 43, 60.00
2026/09/14 16:14:12.803, 13.38, 210, 1, 43, 60.00
2026/09/14 16:14:12.819, 13.38, 210, 1, 43, 60.00
2026/09/14 16:14:12.834, 13.38, 210, 1, 43, 60.00
2026/09/14 16:14:12.849, 13.38, 210, 1, 43, 60.00
2026/09/14 16:14:12.865, 13.39, 210, 1, 43, 60.00
2026/09/14 16:14:12.880, 13.39, 210, 1, 43, 60.00
2026/09/14 16:14:12.895, 13.39, 210, 1, 43, 60.00
2026/09/14 16:14:12.911, 13.39, 210, 1, 43, 60.00
2026/09/14 16:14:12.928, 13.39, 1282, 1, 43, 60.00
2026/09/14 16:14:12.959, 13.71, 1282, 1, 43, 60.00
2026/09/14 16:14:12.974, 13.71, 1282, 1, 43, 60.00
2026/09/14 16:14:12.989, 13.71, 1282, 1, 43, 60.00
2026/09/14 16:14:13.004, 13.71, 1282, 1, 43, 60.00
2026/09/14 16:14:13.020, 13.71, 1282, 1, 43, 60.00
2026/09/14 16:14:13.035, 13.71, 1282, 1, 43, 60.00
2026/09/14 16:14:13.051, 13.71, 1282, 1, 43, 60.00
2026/09/14 16:14:13.067, 14.62, 1282, 9, 43, 60.00
2026/09/14 16:14:13.082, 14.62, 1282, 9, 43, 60.00
2026/09/14 16:14:13.097, 14.62, 1282, 9, 43, 60.00
2026/09/14 16:14:13.112, 14.62, 1282, 9, 43, 60.00
2026/09/14 16:14:13.128, 14.62, 1282, 9, 43, 60.00
2026/09/14 16:14:13.144, 14.62, 1282, 9, 43, 60.00
2026/09/14 16:14:13.159, 15.47, 1282, 9, 43, 60.00
2026/09/14 16:14:13.174, 15.47, 1282, 9, 43, 60.00
2026/09/14 16:14:13.191, 15.47, 1282, 9, 43, 60.00
2026/09/14 16:14:13.207, 15.47, 1282, 9, 43, 60.00
2026/09/14 16:14:13.222, 15.47, 1282, 9, 43, 60.00
2026/09/14 16:14:13.238, 15.47, 1282, 9, 43, 60.00
2026/09/14 16:14:13.253, 15.47, 1282, 9, 43, 60.00
2026/09/14 16:14:13.269, 16.35, 1282, 0, 43, 60.00
2026/09/14 16:14:13.286, 16.35, 1282, 0, 43, 60.00
2026/09/14 16:14:13.301, 16.35, 1282, 0, 43, 60.00
2026/09/14 16:14:13.316, 16.35, 1282, 0, 43, 60.00
2026/09/14 16:14:13.332, 16.35, 1282, 0, 43, 60.00
2026/09/14 16:14:13.347, 16.35, 1282, 0, 43, 60.00
2026/09/14 16:14:13.363, 17.28, 1282, 0, 43, 60.00
2026/09/14 16:14:13.378, 17.28, 1282, 0, 43, 60.00
2026/09/14 16:14:13.394, 17.28, 1282, 0, 44, 60.00
2026/09/14 16:14:13.411, 17.28, 1282, 0, 44, 60.00
2026/09/14 16:14:13.426, 17.28, 1282, 0, 44, 60.00
2026/09/14 16:14:13.443, 17.28, 1282, 0, 44, 60.00
2026/09/14 16:14:13.458, 18.21, 1282, 0, 44, 60.00
2026/09/14 16:14:13.474, 18.21, 1282, 0, 44, 60.00
2026/09/14 16:14:13.490, 18.21, 1282, 0, 44, 60.00
2026/09/14 16:14:13.505, 18.21, 1282, 0, 44, 60.00
2026/09/14 16:14:13.521, 18.21, 1282, 0, 44, 60.00
2026/09/14 16:14:13.536, 18.21, 1282, 0, 44, 60.00
2026/09/14 16:14:13.552, 18.21, 1282, 0, 44, 60.00
2026/09/14 16:14:13.568, 19.13, 1282, 0, 44, 60.00
2026/09/14 16:14:13.584, 19.13, 1282, 0, 44, 60.00
2026/09/14 16:14:13.599, 19.13, 1282, 0, 44, 60.00
2026/09/14 16:14:13.615, 19.13, 1282, 0, 44, 60.00
2026/09/14 16:14:13.630, 19.13, 1282, 0, 44, 60.00
2026/09/14 16:14:13.646, 19.13, 1282, 0, 44, 60.00
2026/09/14 16:14:13.663, 20.01, 1282, 0, 44, 60.00
2026/09/14 16:14:13.679, 20.01, 1282, 0, 44, 60.00
2026/09/14 16:14:13.695, 20.01, 1282, 0, 44, 60.00
2026/09/14 16:14:13.710, 20.01, 1282, 0, 44, 60.00
2026/09/14 16:14:13.725, 20.01, 1282, 0, 44, 60.00
2026/09/14 16:14:13.740, 20.01, 1282, 0, 44, 60.00
2026/09/14 16:14:13.756, 20.01, 1282, 0, 44, 60.00
2026/09/14 16:14:13.771, 20.91, 1282, 0, 44, 60.00
2026/09/14 16:14:13.787, 20.91, 1282, 0, 44, 60.00
2026/09/14 16:14:13.802, 20.91, 1282, 0, 44, 60.00
2026/09/14 16:14:13.818, 20.91, 1282, 0, 44, 60.00
2026/09/14 16:14:13.833, 20.91, 1282, 0, 44, 60.00
2026/09/14 16:14:13.849, 20.91, 1282, 0, 45, 60.00
2026/09/14 16:14:13.864, 21.82, 1282, 0, 45, 60.00
2026/09/14 16:14:13.880, 21.82, 1282, 0, 45, 60.00
2026/09/14 16:14:13.896, 21.82, 1282, 0, 45, 60.00
2026/09/14 16:14:13.911, 21.82, 1282, 0, 45, 60.00
2026/09/14 16:14:13.927, 21.82, 1282, 0, 45, 60.00
2026/09/14 16:14:13.943, 21.82, 1282, 0, 45, 60.00
2026/09/14 16:14:13.959, 22.73, 1282, 0, 45, 60.00
2026/09/14 16:14:13.974, 22.73, 1282, 0, 45, 60.00
2026/09/14 16:14:13.990, 22.73, 1282, 0, 45, 60.00
2026/09/14 16:14:14.007, 22.73, 1282, 0, 45, 60.00
2026/09/14 16:14:14.022, 22.73, 1282, 0, 45, 60.00
2026/09/14 16:14:14.038, 22.73, 1282, 0, 45, 60.00
